1,3,1,11,2,1,4,1,1,1,
10,16,11,10,19,13,11,19,10,10,
18,18,21,19,17,17,22,17,17,18,
19,63,22,20,19,18,37,18,18,27,
30,85,35,46,29,35,71,28,28,30,
32,38,38,29,29,30,149,29,30,30,
38,42,43,35,33,35,39,34,34,35,
39,45,36,36,37,37,233,35,36,43,
52,64,67,48,51,49,270,47,48,54,
51,52,69,55,52,64,67,56,51,59,
56,73,235,59,63,60,63,54,53,52,
57,78,103,61,71,58,122,77,76,54,
63,73,66,68,79,64,76,63,64,61,
67,80,67,70,65,93,73,142,66,63,
70,88,71,81,89,69,92,85,111,67,
73,99,139,78,86,73,134,78,80,69,
89,85,96,95,95,86,94,103,89,83,
92,194,93,101,101,93,125,101,95,89,
94,156,102,108,115,99,108,109,101,95,
97,124,96,107,101,98,131,107,107,94,
103,130,103,155,113,144,104,114,114,128,
106,137,116,116,108,109,149,115,107,112,
120,109,116,120,111,117,157,128,114,109,
191,113,117,118,114,111,115,122,112,110,
173,124,140,126,120,120,160,133,133,133,
155,122,134,128,121,123,175,146,136,137,
162,127,141,127,305,128,163,188,141,139,
166,203,142,128,191,132,154,138,142,141,
282,139,151,144,164,154,142,147,156,145,
171,178,154,147,147,141,198,153,152,149,
240,202,159,159,147,164,184,147,164,153,
186,178,160,163,162,153,284,147,170,155,
173,180,184,180,179,171,234,164,179,181,
263,187,180,181,181,181,176,183,181,185,
250,168,187,187,186,187,174,200,186,179,
248,173,196,189,241,233,174,252,189,181,
230,180,188,198,198,199,376,263,200,176,
289,184,190,200,200,215,303,200,201,206,
262,210,223,213,226,222,515,208,233,195,
249,198,205,213,217,218,259,199,222,208,
255,214,220,218,220,213,268,199,213,231,
261,232,221,203,301,202,446,207,224,199,
324,244,220,210,214,236,664,216,234,222,
272,313,223,210,216,230,581,211,234,334,
296,236,232,217,239,228,518,247,239,244,
282,222,354,232,221,271,302,232,242,242,
288,283,235,234,225,252,369,250,246,236,
454,230,288,244,229,234,503,251,254,240,
257,239,253,265,240,252,488,261,261,270,
337,263,240,258,240,239,513,275,263,235,
341,269,243,246,243,245,433,267,268,239,
483,272,253,255,264,249,403,270,269,250,
326,263,253,269,252,252,489,277,272,248,
389,283,270,272,253,275,377,278,271,250,
338,277,262,287,260,281,310,272,264,256,
288,294,280,296,260,269,592,273,267,256,
338,299,298,307,271,291,311,285,278,266,
394,300,302,304,312,312,512,285,344,270,
405,322,307,284,287,328,295,292,414,305,
430,332,313,352,302,331,425,358,299,430,
328,307,307,333,290,331,475,282,478,322,
333,353,291,367,292,334,570,309,319,293,
596,307,297,318,317,340,445,371,290,294,
306,374,299,450,310,330,321,331,349,306,
547,323,320,388,329,364,582,435,355,366,
472,323,314,346,321,365,336,324,343,355,
792,326,318,362,449,372,326,326,320,340,
550,380,350,373,511,353,404,362,322,332,
806,337,368,360,349,372,382,368,352,379,
382,339,376,332,340,554,498,397,332,332,
419,345,334,358,357,347,352,539,337,336,
530,452,349,337,353,455,347,361,339,364,
501,468,347,348,384,482,356,376,349,342,
400,560,349,349,386,558,457,381,352,627,
487,396,374,365,411,442,407,354,356,415,
389,396,402,356,383,638,364,441,379,406,
557,434,411,365,404,622,393,375,403,392,
463,395,375,452,531,378,377,439,393,371,
664,382,382,437,480,503,458,439,389,391,
393,412,411,464,440,574,748,431,427,406,
403,413,613,445,399,644,598,418,407,468,
544,443,600,402,404,533,583,401,417,446,
475,449,794,406,405,556,467,407,412,401,
603,413,646,410,420,679,410,452,427,443,
474,526,442,418,419,890,645,419,425,414,
452,465,424,431,442,818,444,420,532,479,
566,427,427,432,416,715,448,426,449,419,
436,442,475,429,422,786,450,430,451,431,
460,440,438,438,428,527,459,438,614,450,
449,442,442,689,456,445,441,455,447,469,
466,445,447,997,436,456,451,446,459,502,
473,461,451,941,482,801,450,701,459,485,
478,454,581,694,445,675,517,573,596,476,
465,466,470,551,514,597,505,471,480,452,
535,480,470,688,491,554,463,464,474,457,
639,829,468,899,511,520,533,468,479,511,
484,800,549,707,497,656,481,727,484,467,
509,588,526,636,552,887,621,668,484,461,
661,643,485,560,557,1061,495,505,488,464,
520,846,498,1191,585,1081,501,498,498,534,
582,597,542,861,526,660,525,527,543,544,
655,922,547,756,504,858,502,508,543,476,
688,510,637,811,500,580,498,498,535,586,
716,566,502,1065,500,633,517,509,492,563,
520,724,568,688,614,578,1028,523,501,489,
700,669,568,550,525,563,837,512,504,491,
650,699,546,519,504,557,863,533,526,516,
733,655,730,506,536,551,1052,634,611,496,
621,1168,723,542,535,1159,1122,679,528,545,
1032,821,541,515,515,589,1118,536,558,505,
585,957,520,594,550,606,858,533,845,518,
651,582,532,583,583,522,818,534,595,531,
553,568,564,572,606,555,778,563,597,566,
554,566,537,573,552,559,797,656,591,569,
560,587,543,1291,557,543,750,654,631,622,
564,579,569,1106,594,560,582,585,720,732,
571,628,554,614,577,577,823,574,593,612,
582,630,557,1002,1045,767,698,1030,732,590,
760,591,564,578,608,576,1868,753,629,572,
622,594,771,782,568,591,1132,690,662,596,
595,707,655,753,629,641,1186,654,646,601,
628,728,607,882,643,581,639,602,600,589,
709,685,705,698,607,603,1056,584,632,600,
665,947,598,589,625,607,808,611,628,639,
699,955,756,670,720,617,610,592,706,675,
613,598,724,647,1065,594,611,616,626,643,
816,610,694,685,1156,630,624,623,622,620,
641,604,799,659,730,637,619,624,636,845,
671,695,762,640,686,639,641,626,651,800,
689,645,651,642,661,966,727,720,920,759,
856,649,656,867,665,750,1146,848,657,801,
691,652,677,736,730,652,1504,705,720,656,
750,678,665,690,723,659,1008,699,692,685,
666,701,669,822,815,734,921,649,669,810,
680,688,689,699,1218,746,807,655,651,800,
671,722,722,747,955,737,940,754,655,746,
681,694,677,729,902,1257,764,1528,687,733,
748,802,680,704,791,1015,879,764,667,667,
706,693,990,960,874,824,684,766,734,709,
709,964,708,731,884,873,735,766,672,781,
756,857,761,723,769,875,757,746,1056,831,
849,1168,776,742,805,1033,827,740,1025,829,
709,839,748,707,709,823,798,710,725,701,
734,918,734,828,689,811,827,719,915,745,
720,878,747,737,722,1258,932,723,882,738,
724,842,995,721,725,931,913,706,1249,738,
726,812,799,740,730,752,1031,1061,1240,784,
797,791,796,753,806,731,758,989,975,850,
737,868,740,872,718,877,953,1100,931,745,
740,770,742,771,720,904,876,1149,1067,800,
760,809,788,822,966,856,845,942,932,1088,
754,829,749,770,773,753,824,1562,968,930,
779,859,842,771,834,763,835,849,961,943,
760,852,891,848,799,770,759,827,1115,777,
805,879,812,1019,1493,785,763,914,1061,2421,
981,851,824,839,860,778,771,999,790,987,
776,965,1018,1000,774,806,775,1305,782,882,
821,801,858,775,776,887,801,877,864,828,
806,813,840,799,782,795,859,785,791,853,
870,840,905,798,797,991,883,819,854,854,
893,801,1052,828,781,825,803,1120,808,921,
871,892,954,936,901,860,898,1036,890,898,
832,1100,859,838,805,875,1164,878,815,836,
827,814,837,895,847,977,1070,828,819,1032,
825,822,829,830,1081,876,1005,1164,847,960,
1016,947,824,830,860,919,893,1086,911,879,
836,838,853,833,1188,835,891,822,862,865,
839,840,853,836,842,838,845,895,866,1104,
861,843,1053,858,873,849,946,865,983,1170,
853,1068,955,870,961,843,862,858,1616,1244,
911,966,1464,856,965,858,859,844,954,1076,
925,1068,1213,1194,948,840,861,1040,868,1062,
1150,1218,1235,901,940,849,893,946,885,1068,
976,855,996,973,911,894,1131,915,874,1207,
984,1200,1055,1005,889,858,1011,893,1289,1108,
1095,1308,980,903,863,1535,883,911,1044,996,
1154,907,1132,959,895,925,945,902,904,1642,
1223,877,1308,1053,929,1298,1012,881,977,1411,
1359,1046,1377,921,952,930,1222,886,905,1026,
983,1000,1906,937,924,907,1144,1159,973,1318,
1147,968,1333,972,950,990,1032,940,978,1157,
1188,996,1289,927,1048,929,915,1020,983,973,
1632,1091,1421,952,1143,943,919,959,1029,1001,
1122,1289,1056,964,1028,924,922,986,1029,1108,
1137,1118,1352,1003,953,953,932,1030,996,1151,
1141,943,1388,1718,951,1110,948,989,1020,942,
1018,1141,1147,1063,956,951,1009,942,1040,1054,
997,1241,1340,961,978,1017,1083,942,989,1103,
1101,1072,1365,969,953,962,962,953,1616,1316,
1030,1025,1546,1391,962,1474,954,991,1025,1036,
1136,1079,1043,995,940,1275,957,980,1096,1071,
1027,1243,1037,1005,1044,1001,965,1024,958,1059,
994,1238,1099,992,965,1048,1122,1333,996,982,
993,1072,1197,995,984,1061,1145,1053,956,1017,
1146,1016,1108,999,980,975,1242,984,980,1045,
994,1113,1301,997,1062,965,1076,1035,1091,998,
1131,1626,2020,1003,984,970,1022,1601,991,1010,
1002,1103,1054,1003,1048,994,1169,1039,992,1058,
1033,1132,1405,1045,996,1027,1029,1037,1006,987,
1016,1063,1212,1031,1008,1006,1308,998,1078,1093,
1007,1070,1010,1022,1008,983,1417,1005,1014,989,
1065,1163,1010,1259,1008,1048,1098,1011,1016,1126,
1265,1255,1030,1016,1016,1214,1157,994,1237,1756,
1207,1135,1139,1125,1267,1092,1146,1102,1198,1120,
1336,1049,1039,1081,1052,1004,1261,1181,1112,1054,
1692,1063,1010,1104,1010,1043,1277,1478,1056,1008,
1530,1084,1221,1066,1025,1198,1308,1303,1036,1033,
1292,1203,1241,1052,1203,1080,1172,1132,1122,1034,
1482,1342,1338,1227,1039,1027,1119,1175,1225,1056,
1846,1516,1482,1282,1090,1061,1062,1444,1082,1179,
1194,1126,1263,1289,1127,1025,1057,1107,1096,1059,
1113,1088,1174,1233,1075,1086,1442,1305,1161,1147,
1274,1141,1035,1337,1067,1075,1170,1272,1081,1060,
1380,1134,1117,1370,1209,1197,1106,1138,1209,1021,
1983,1394,1090,1384,1119,1399,1082,1147,1881,1187,
1553,1142,1111,1179,1097,1124,1082,1269,1092,1409,
2769,1124,1136,1239,1054,1073,1170,1614,1249,1076,
2662,1115,1113,1325,1079,1210,2367,1155,1101,1136,
1722,1435,1104,1137,1223,1080,1508,1311,1655,1100,
1181,1405,1209,1129,1814,1102,1396,1207,1524,1072,
1115,1186,1784,1941,1174,1120,1135,1127,1120,1093,
1297,1111,1113,1101,1139,1099,1225,1091,1118,1115,
1769,1427,1200,1136,1129,1111,1146,1350,1158,1181,
1682,1333,1130,1153,1126,1143,1130,1075,1322,1143,
1192,1218,1114,1141,1237,1134,1136,1114,1128,1141,
1963,1153,1250,1118,1857,1216,1129,1177,1768,1352,
1741,1224,1228,1142,1185,1142,1199,1193,1147,1634,
1152,1253,1131,1146,1143,1352,1584,1103,1263,1254,
2710,1299,1314,1351,1307,1164,1248,1416,2081,1165,
3081,1358,1168,1144,1315,1168,1225,1307,1247,1125,
1783,1186,1146,1148,1461,1141,1480,1259,1211,1157,
2445,1177,1528,1413,1380,1260,8859,1229,1302,1189,
1988,1214,1644,1800,1197,1156,1280,1494,1405,1217,
2224,1456,1254,1182,1230,1200,1437,1333,1198,1146,
1619,1244,1310,1183,1377,1191,1337,1262,1297,1204,
2299,1192,1196,1230,1389,1250,1598,1222,1677,1158,
1791,1196,1256,1281,1328,1548,2171,1270,1303,1167,
1891,1193,1159,1209,1605,1298,1212,1190,1623,1891,
1755,1192,1185,1194,1520,1323,1211,1191,1264,1302,
1691,1206,1278,1198,1676,1223,1379,1274,1269,1218,
2133,1770,1240,1219,1594,1407,1220,1316,1261,1169,
2117,1323,1410,1474,1349,1210,1334,1240,1184,2938,
3287,1273,1327,1333,1478,1222,1253,1215,1266,2843,
4090,1517,1483,1565,1349,1309,2149,1242,1224,2998,
1715,1342,1447,1233,1331,1311,2061,1248,1221,2877,
2248,1252,1414,1349,1392,1355,1951,1426,1293,3114,
1641,1271,1266,1289,1253,1775,1254,1329,1481,2928,
2095,1252,1247,1224,1315,1300,1489,1295,1663,3033,
8954,1329,1288,1239,1299,1436,1407,1309,1695,3131,
4294,1313,1320,1240,1434,1546,1332,1319,1389,2960,
2935,1285,1223,1296,1276,1513,1382,1378,1434,2938,
1361,1620,1440,1452,1259,1448,1330,1431,1342,2938,
2052,1581,1409,1269,1278,1268,1609,1395,1350,4041,
2316,1443,1281,1372,1661,1284,1896,1414,1323,3739,
2173,1425,1542,1572,1580,1304,1782,1284,1276,3771,
1788,1540,1406,1281,1440,1580,1487,1289,1543,3433,
2241,1526,1270,1587,1691,1723,1366,1393,1624,3884,
2446,1602,1293,1319,2304,1423,1400,2247,1643,2504,
2578,1617,1335,1277,2850,2065,1328,1564,1478,2278,
2707,1719,1560,1366,2124,1931,1322,1389,1447,2177,
2019,1923,1379,1518,1394,1642,1378,1943,1313,2405,
2414,1608,1446,1704,1965,1518,1326,1482,1403,2196,
2753,1568,2619,1727,3353,1814,2018,1737,1343,1844,
4289,1437,1659,2079,2333,1676,2346,1408,1351,1818,
2567,1665,1363,1895,2635,1834,2681,1393,1471,1869,
2247,1468,1331,1535,2329,1396,1564,1471,1344,1839,
3072,1389,1316,1665,1893,1456,1734,1662,2037,1844,
1809,1402,1340,2140,2128,1964,1835,1360,1345,3419,
1781,1397,1376,1821,1741,1783,2463,1496,1352,1892,
1366,1890,1349,1712,1940,1451,2515,3201,1382,1881,
1756,1573,1706,1365,1778,1484,1433,1684,1399,1892,
1834,1477,1546,2034,1831,1562,1967,1421,1385,1908,
1716,1452,1370,1409,1469,1369,1527,1420,1386,1926,
1663,1457,1467,1389,1766,1352,1434,1535,1393,2196,
1437,1363,1669,1397,1392,1375,1424,1748,1424,1914,
1444,1868,1381,1915,1451,1407,1362,1492,1458,1913,
1582,1493,1505,1705,1449,1641,1422,1504,2192,2466,
1432,1466,1420,2061,1477,1539,2686,2223,1453,2407,
1526,1850,1436,1560,1408,1525,1468,1540,1437,2335,
1944,2059,1378,1853,1506,1556,1549,1593,1518,2173,
1610,1407,1881,1472,1848,1511,1404,1493,1517,2060,
1504,1500,1563,1520,1685,1483,1393,1592,1619,2978,
1991,1393,1506,1432,1525,1395,1609,1753,1614,2237,
1569,1416,1520,1550,1432,1426,1466,1484,1750,2132,
1495,1700,1617,1630,1499,1430,1427,1498,1445,2954,
1524,1475,1454,1610,1456,1482,2623,1430,1893,2343,
1756,1482,1475,1767,1582,1824,1705,1598,2021,2168,
1477,1863,1601,1581,1621,1879,1905,1574,2244,2149,
1843,1962,1521,2010,1507,1698,1615,1496,1890,2048,
1595,1569,1868,1502,1980,1539,1472,1513,1749,2038,
1607,1592,1551,1500,1993,1603,1570,1892,1960,2196,
