0,3,9,1,1
26,662,11,11,12
18,119,20,20,21
20,1174,34,22,22
30,22,54,64,34
20,68,52,32,40
37,36,13,8,68
40,125,70,38,60
29,136,75,23,21
51,126,91,38,79
12,129,57,30,16
57,80,109,56,71
26,170,40,33,47
52,174,138,56,83
71,109,89,85,14
74,343,97,78,74
63,61,77,65,38
63,170,86,70,65
59,157,89,44,41
98,123,125,85,99
111,64,200,37,37
71,144,197,71,106
110,72,112,117,21
107,209,152,103,102
121,176,121,121,90
105,117,168,92,107
136,251,142,26,128
131,131,232,143,130
68,53,139,103,104
115,140,122,117,106
161,144,12,169,144
186,223,147,250,146
118,230,165,129,117
150,259,118,119,195
77,257,40,208,296
184,347,156,156,319
114,131,63,112,191
139,408,181,135,169
237,88,192,91,32
225,314,186,232,259
126,110,100,97,169
175,244,137,208,154
128,332,199,198,63
336,391,280,176,198
164,96,108,115,155
446,474,321,154,210
110,247,131,249,60
880,365,329,239,218
228,125,164,194,114
357,451,206,260,180
157,411,217,117,108
217,300,232,233,247
169,148,168,121,408
243,434,164,214,496
104,601,26,39,475
365,729,297,282,506
152,432,307,141,260
355,963,255,294,355
306,127,141,55,54
403,1197,314,252,312
322,463,319,106,296
397,380,323,294,293
266,429,340,146,328
387,802,323,302,383
156,294,167,149,167
238,379,320,237,557
172,396,309,497,211
305,458,312,519,285
211,391,165,357,156
324,510,232,334,313
318,218,377,145,340
424,598,394,359,320
300,363,264,203,286
284,464,286,446,387
349,156,355,352,122
325,542,378,444,377
125,256,114,222,384
608,716,405,421,412
274,334,206,171,1022
406,1062,443,481,410
370,1052,391,353,318
342,860,334,390,340
93,215,397,86,394
365,839,418,485,415
374,521,158,320,398
315,538,340,400,401
85,123,185,413,388
599,426,750,383,410
185,374,287,304,173
413,850,332,426,349
167,616,160,296,386
520,948,455,497,400
166,1048,148,302,146
568,438,581,481,492
525,647,481,541,128
512,688,459,784,473
448,925,379,402,356
485,884,411,534,518
227,367,562,141,117
559,519,1225,543,499
366,276,209,578,266
786,495,740,418,472
701,218,62,470,504
879,496,516,492,489
443,515,573,346,422
566,591,409,552,515
453,679,548,156,322
572,559,534,515,919
305,212,573,397,358
592,377,617,521,538
69,177,644,139,325
562,668,543,586,799
252,502,250,479,680
430,608,476,540,729
160,308,568,505,309
1228,567,679,564,641
458,732,231,405,447
503,769,364,366,434
840,1001,538,641,585
649,1166,539,912,746
601,348,480,298,564
527,571,517,640,425
257,223,209,691,484
514,707,498,594,775
449,593,654,200,501
473,874,827,526,402
149,191,330,681,301
632,1119,721,636,727
574,335,306,313,304
674,1301,675,772,524
681,1253,259,858,613
638,1092,672,1132,565
402,403,1101,370,237
414,885,1280,1339,475
698,1271,156,514,623
770,1504,812,778,626
347,655,391,900,654
481,659,949,833,475
151,299,268,955,170
850,891,713,633,604
485,466,727,472,418
728,830,572,1121,449
690,350,689,238,728
889,1050,719,920,685
638,653,566,426,434
637,845,597,533,559
676,798,178,717,285
617,983,921,797,688
589,564,505,1028,669
489,1203,959,561,475
704,1132,764,805,296
695,1535,787,999,997
404,575,530,438,380
964,753,807,783,669
381,802,117,181,883
774,1029,670,819,889
272,1664,228,299,642
769,885,489,862,794
121,526,841,895,778
945,1733,815,826,781
406,618,400,692,690
887,1118,812,644,623
798,1041,211,957,205
864,1147,808,791,745
594,1247,314,508,590
836,1538,618,850,1165
345,777,874,259,104
943,802,825,891,810
383,692,365,422,848
587,1622,1198,597,789
503,583,873,206,855
1064,1419,936,1219,868
444,1150,514,539,385
723,774,852,1274,663
476,1801,223,888,895
899,1338,966,928,866
462,1572,449,418,822
760,2590,713,698,665
217,560,345,178,762
881,1017,822,743,878
485,785,557,358,851
723,1031,878,769,927
936,455,171,446,858
1130,1380,999,1257,902
631,1023,481,700,979
869,992,716,676,718
476,1848,453,238,515
985,3040,897,847,971
468,1714,1981,1126,728
942,1169,717,807,723
470,739,510,967,230
992,9167,1146,1542,981
472,2809,1118,494,513
909,2309,974,823,1011
1142,2690,1047,378,919
953,1868,977,974,1055
420,1416,523,982,565
757,988,1435,800,1052
1033,1199,175,119,1069
975,1991,1001,1002,1046
412,2436,546,976,508
761,1650,1442,1079,1037
220,763,448,188,199
1151,1857,1475,1132,1095
1475,2159,381,509,1084
1094,1294,1969,897,1234
1342,2889,839,123,1136
1392,2220,1209,1344,1055
875,1011,835,947,1070
1184,1951,1494,782,979
997,2494,1206,955,957
1062,4971,2714,994,960
711,1854,694,416,1571
1123,3856,1134,872,826
563,3380,425,1111,1149
1089,1605,1657,1023,1048
615,1691,462,549,524
1676,2286,984,1033,1063
448,481,434,913,928
989,1809,999,915,981
1117,1306,1436,446,1126
1313,1648,1031,1965,1209
1380,2393,693,1386,1112
1180,1882,1190,1088,1097
945,1520,615,549,843
1684,1982,1036,835,1764
1427,1139,1090,388,1037
1764,1387,1072,981,1036
1746,905,419,401,392
1140,1558,1176,1098,1176
1255,1963,1088,708,1072
1492,1440,1213,1140,1166
629,506,533,958,482
1449,1297,1072,860,1185
1483,496,284,397,574
1449,1203,1206,1701,1021
1004,587,370,1256,594
1658,1422,693,1316,964
1883,1503,146,67,71
1327,1477,1391,1315,1708
1590,697,796,658,1056
1980,1419,1095,1140,1755
660,369,301,256,1139
1590,1690,1145,1241,1689
1369,609,1218,640,735
1077,1064,1156,1328,1346
261,120,643,1502,779
1613,1293,1527,1452,1290
680,1778,709,648,888
1251,1916,1346,936,1194
1461,239,1276,1271,533
1525,1106,1285,1008,1647
1357,1218,1282,984,1309
1617,1240,1280,1000,879
1677,1641,1544,1418,297
1655,1986,1519,1331,1357
1621,1928,640,671,702
1962,1848,1167,1013,1080
535,2241,606,503,583
2764,1851,1390,1245,1224
1742,1552,562,646,880
1665,859,1250,1396,1290
1651,278,1320,152,1648
2894,1256,1294,1409,2256
960,649,630,957,855
1927,1209,1263,977,950
700,1108,712,1349,1511
2519,1379,1146,1112,1351
1461,1328,470,638,1367
4302,1296,1022,1353,985
2457,665,82,696,309
3005,1564,1396,1429,1593
2590,1400,686,628,792
3618,1001,1753,1417,1035
835,1417,1328,665,374
3206,1308,1195,1539,1519
