1,2,3,1,1
26,30,109,11,12
4,43,41,21,5
46,486,52,35,24
51,583,100,33,39
33,63,68,35,33
18,22,69,35,8
37,80,57,42,39
20,155,39,27,44
42,228,104,55,59
65,155,60,26,15
58,139,118,107,59
52,174,54,68,21
54,194,169,89,52
76,156,275,11,72
75,251,183,86,79
39,162,260,59,85
96,253,367,66,64
103,147,177,70,63
86,261,319,92,84
135,167,226,132,66
149,581,123,101,84
42,226,43,143,107
165,217,282,132,121
113,145,126,51,91
178,158,121,84,129
52,257,69,52,68
153,311,145,116,153
159,444,70,153,82
234,195,96,160,96
191,149,50,82,76
196,384,153,168,153
147,191,96,133,170
166,250,144,158,172
54,222,156,207,173
424,193,224,199,214
414,115,81,194,70
250,167,134,213,192
104,236,191,59,181
220,229,180,201,209
105,105,102,174,85
174,242,144,213,160
229,402,84,219,57
208,879,236,331,194
270,563,227,141,198
185,779,219,321,184
226,602,755,127,117
300,346,494,380,260
120,238,396,259,273
265,321,273,188,250
65,519,176,240,112
269,494,325,257,227
89,802,124,247,199
268,625,337,186,185
52,42,151,303,337
297,411,309,272,249
538,259,139,136,212
427,451,333,250,284
284,561,477,292,127
366,661,490,298,310
286,312,456,98,163
259,454,540,231,255
166,405,450,312,330
318,368,407,314,313
244,512,408,283,207
288,281,246,403,303
100,151,313,198,81
444,436,405,370,333
387,385,183,147,262
222,244,659,354,397
167,521,785,515,352
339,537,621,337,376
266,206,646,203,611
273,568,627,365,268
97,311,219,358,81
344,664,366,401,407
405,346,380,152,150
722,549,275,459,427
62,422,136,442,66
396,793,413,453,531
296,928,468,417,215
303,1845,871,349,347
370,422,446,163,544
453,1595,402,445,440
148,1458,161,391,199
511,2004,417,444,264
416,793,258,272,185
429,1168,420,447,437
349,676,180,224,320
326,639,396,302,412
233,596,511,454,456
580,711,402,375,483
278,283,484,489,432
515,917,1032,425,299
138,233,856,619,550
501,1270,633,507,521
294,761,311,264,240
491,1422,911,501,361
238,1020,266,534,197
484,798,573,507,595
255,233,263,424,430
678,635,538,602,437
516,1155,721,477,255
543,832,661,489,554
439,962,815,210,287
387,3464,500,782,408
496,2190,885,288,658
578,1593,792,542,465
977,1922,250,264,446
451,1571,1152,552,456
40,1148,743,566,602
561,2369,1065,562,580
278,647,884,295,614
460,1224,646,582,468
141,484,142,361,592
646,1446,550,561,564
220,1597,653,681,330
1128,915,494,614,375
759,1228,310,627,264
579,1365,605,749,718
639,954,313,329,300
468,1956,464,573,634
88,242,549,330,670
580,2619,626,552,778
639,1084,354,238,334
698,3641,942,469,1116
323,400,337,661,574
712,1815,663,732,830
662,1436,685,407,560
638,1463,935,1078,761
193,1462,703,627,489
749,1915,745,652,1564
255,520,336,310,251
767,745,434,671,1295
105,282,667,82,977
830,1893,669,680,1564
574,1259,528,481,1144
913,1426,606,527,877
1135,1472,127,704,1369
987,1278,839,783,823
719,842,233,347,799
640,1574,483,786,731
471,835,727,378,1142
832,1842,720,768,817
604,1965,657,576,930
756,1782,536,537,958
337,1820,636,737,898
887,1497,685,653,1003
454,996,331,980,581
926,1211,713,758,813
893,175,307,818,1035
1079,1423,1083,1000,1010
426,490,751,701,768
881,1233,565,700,666
497,1087,151,886,677
1145,1460,865,708,908
690,598,235,806,350
978,1728,526,813,1511
530,602,384,818,601
1020,1970,847,900,1154
893,1930,658,454,1114
737,1116,631,784,1060
770,1440,744,772,876
957,2491,863,737,935
478,508,844,569,884
1310,1453,819,1007,881
941,196,817,406,362
844,1595,813,928,847
491,1423,430,495,473
1539,1339,941,891,660
928,544,417,205,150
1341,1338,910,792,762
654,938,434,367,474
993,1686,663,724,1021
953,1944,1195,993,987
1802,1762,951,946,1152
1163,1182,461,1020,1697
1116,1279,936,684,746
1476,217,816,266,239
872,947,954,915,1658
647,584,471,374,467
649,832,725,713,1160
121,488,135,1320,1516
952,2474,985,1129,1406
873,935,721,830,961
1011,1869,801,1335,701
337,1782,1082,335,911
1036,2188,1030,958,1187
959,761,363,818,1053
951,1922,997,532,1000
702,971,1002,499,1938
1111,1820,1552,1053,2007
699,2252,492,950,1503
1102,844,1003,903,1084
630,891,439,412,1836
1029,1122,910,982,1739
371,1134,987,387,600
658,1277,989,1301,1534
1106,1923,1017,1176,721
1122,3271,1730,1040,1771
930,1787,1484,533,491
1332,1676,1086,1135,938
2057,1190,258,389,1173
1084,939,1079,1081,1102
1211,412,1301,541,628
1439,1267,1545,1069,727
1273,457,1051,1021,586
1203,1341,1182,1106,1140
531,804,961,983,695
1085,897,1106,1363,894
308,725,476,1387,297
1107,1306,1317,1114,1392
886,695,445,1175,1005
1337,1334,1084,687,991
1733,1156,1002,1125,1065
1913,1112,1111,1119,1320
829,758,907,966,845
1334,1249,847,810,1400
981,2302,300,1005,1112
946,2815,1292,1129,1153
1156,3194,349,304,406
1162,3212,886,1117,1157
1169,2792,1208,139,278
1145,2557,1203,1245,1316
546,1231,973,560,683
852,1846,1454,1309,1337
2395,1385,1147,644,1158
1673,3428,1274,1121,1085
1113,1249,600,761,775
1129,1770,768,834,1310
507,1314,1311,255,638
1122,2369,1153,1126,1159
539,1450,862,1243,603
1131,2139,980,1388,1043
320,1343,1131,455,190
1275,2067,1218,1204,1291
1277,859,1391,417,757
1205,888,706,1276,1131
1892,1377,647,929,1331
1306,1420,1334,2207,1311
583,759,924,2310,1706
1185,1600,907,1265,1614
2059,1295,1196,1311,1184
2223,1228,1197,1380,1286
1049,610,1412,1837,539
1074,1217,794,2093,1215
194,2515,1380,761,533
1312,1963,1302,2101,1379
1755,738,681,660,536
1278,1502,1012,1519,1393
1756,704,689,1227,307
1327,1944,1663,1187,1325
811,1964,1151,1460,994
1135,2200,1422,793,2025
1343,660,1584,1421,332
1417,1405,1426,1798,1367
1964,754,1388,657,1385
2106,1644,1066,1199,1093
531,2073,1963,1517,1369
2117,1421,1248,1855,1475
2467,1335,1539,489,613
1162,1469,1442,1122,1139
1920,904,627,242,1493
1723,2412,1338,1269,1465
1664,1428,677,1345,778
2087,1544,1097,1063,1325
822,938,285,315,1484
2367,1788,1478,1358,1341
2023,1863,518,924,975
1915,2870,1457,1446,1388
138,1232,2225,1456,1576
1574,2907,1455,1927,1588
1325,2141,770,757,902
3561,1612,1213,1898,1186
1047,1470,1593,1897,1274
3152,1528,2358,1275,1292
1054,1268,1741,536,703
1849,2512,2600,1480,1556
222,1407,1808,1502,357
1596,2734,2120,1492,1472
1311,1647,724,1049,1144
2187,1778,1193,1362,1469
1958,397,776,359,224
2122,1655,2819,1313,1540
1007,1635,1520,1526,1891
3524,1094,1961,1599,1864
483,478,3021,1705,388
2108,1682,2088,1679,1536
1421,1001,1369,908,1385
2549,2489,2302,1157,1578
4218,535,2390,1345,643
2782,1906,1688,1510,1520
2352,743,1000,598,827
2320,1257,2062,1802,1276
3106,345,1405,169,182
2992,2738,1694,1521,1816
4040,783,1113,697,1169
1539,1497,1304,1113,1411
1803,1614,424,1432,290
1807,2315,2323,1604,1502
1220,1365,1015,515,603
1647,1180,1195,1168,1770
1054,130,2912,1540,1880
2074,2965,1684,1624,1668
2756,2086,834,1311,764
1476,1784,1803,1441,1879
1667,1341,644,1717,375
2294,3415,1520,1726,1636
1128,2576,1640,991,834
2128,2067,1172,1559,1743
2110,2660,1735,138,320
2522,3343,3241,1663,1653
745,1951,1171,1730,2011
1138,3279,1296,1546,1765
852,548,832,240,1783
1423,3379,1478,1882,2143
1401,1889,1784,875,1851
2231,3421,1376,1233,1514
4904,700,1793,1828,483
2116,3116,1964,1849,1918
1113,3835,911,1304,2331
1936,3171,1648,1314,1526
977,858,1655,1026,1741
1844,2630,2563,1684,2192
1722,1193,822,627,2292
1930,2326,1633,1835,1811
916,1126,877,1770,2411
2251,2989,2268,1980,3382
1601,2531,1927,1321,2121
1964,1664,1432,1318,1563
990,2446,376,1827,419
2189,2048,1826,1884,1643
789,1115,1059,946,561
2055,3246,1865,1813,1176
1831,598,1894,375,845
2522,3298,1854,1824,1865
2046,2158,1848,1044,1599
1641,2615,1393,1753,1822
762,1894,1749,2194,3095
4873,5559,1954,1585,2145
1188,1316,2064,1641,743
1516,3163,1285,1881,1830
1879,3276,1977,2685,923
3502,3074,2011,1937,2046
1618,3041,799,1741,866
5004,2163,1420,2546,2193
3631,2969,330,2117,677
5245,4680,1777,1571,2078
2494,2906,691,1458,785
1740,1734,1339,1518,1622
466,3259,459,993,1028
2375,4268,1849,1931,2208
9294,3435,908,1187,1680
2981,2600,1661,1492,1994
3490,726,442,474,1895
4787,2815,1731,1715,2200
1614,910,1009,731,1343
13508,3507,1295,1908,1312
3360,3889,846,246,192
2932,3049,2182,2177,2032
2832,2738,1054,872,992
1760,3792,1475,1591,1687
904,6114,555,312,744
3620,4364,1736,2322,1937
2314,9295,929,1050,1270
4082,4436,1256,2157,1753
3963,2154,990,1916,1046
4600,3754,1985,1927,2288
2530,2475,962,903,1535
2066,2315,2165,1828,1929
1096,2640,964,503,2287
4735,5236,2288,2094,2214
2901,4935,4142,866,1467
3772,3514,4397,2360,1970
398,3098,2100,2696,1000
2102,3520,2214,2679,2201
2486,2305,1935,2798,2139
3444,2432,2315,2060,1567
464,1191,1655,1024,2008
11168,2226,2025,2350,2405
3230,2083,1563,2535,1204
3480,4705,1601,1694,2878
1098,1105,2151,2283,1050
5813,2084,2626,2616,2112
2260,1122,2022,2144,1889
3344,2087,1676,1625,2072
4184,1761,2058,906,929
3268,2170,2107,2084,1894
2053,2768,1583,1563,768
2247,5256,1471,1337,1938
8342,1132,3231,2155,1143
4361,3375,2894,3084,2121
2151,3572,1686,1208,1455
4797,5139,1759,2117,1508
1590,933,2573,1549,488
3092,4886,2840,1810,1854
1628,4155,1033,1712,2190
3548,4072,2615,2320,2425
1366,3196,500,2455,289
