1,1,1,2,1,2,2,1,2,2
33,12,11,10,17,17,12,24,12,29
20,22,21,28,17,32,24,107,27,32
22,22,33,27,19,18,23,22,21,35
36,35,35,30,39,40,44,31,33,72
49,38,50,32,30,41,55,32,35,34
52,43,45,38,34,59,96,36,57,47
45,125,46,52,37,94,46,37,41,75
94,94,99,50,49,171,115,52,54,66
109,70,69,51,51,81,64,63,80,87
107,111,120,56,107,69,107,64,76,141
106,58,56,58,65,72,78,69,71,65
99,118,70,66,66,79,70,77,78,87
134,79,76,72,68,93,72,81,82,83
84,76,78,77,78,107,79,85,87,80
89,77,80,94,78,71,83,113,88,80
96,86,96,96,97,87,99,104,105,96
166,92,98,98,98,164,130,95,109,98
476,100,110,110,186,130,143,116,123,124
99,98,108,107,112,124,103,108,114,133
105,103,160,113,108,131,108,118,121,114
108,106,143,122,300,174,115,146,140,116
111,109,111,110,113,267,121,122,126,145
112,109,112,112,163,240,127,125,129,123
121,118,121,121,128,123,185,138,138,138
123,149,124,152,131,123,329,160,138,131
289,142,130,136,141,162,152,142,182,136
295,144,144,147,143,196,138,145,153,208
218,199,159,144,168,174,155,187,171,154
276,148,142,140,154,192,241,156,175,156
242,167,160,193,160,154,168,162,167,167
200,161,162,157,163,143,153,196,169,187
221,181,181,164,181,174,172,179,200,198
231,203,202,178,183,258,173,181,210,216
241,188,188,187,188,282,184,206,195,193
246,197,185,189,190,232,182,189,233,196
304,223,249,209,215,354,193,197,205,204
208,187,196,193,189,350,198,246,260,208
236,204,215,207,199,324,229,235,218,209
290,212,238,218,235,316,256,273,238,217
245,203,222,203,202,209,235,251,228,226
372,241,256,332,206,213,241,237,231,214
275,286,231,227,219,241,256,343,240,232
273,322,228,215,224,211,262,458,307,246
286,221,228,322,230,216,251,353,258,238
523,217,217,269,239,332,252,417,255,334
329,224,276,312,236,344,252,354,260,322
417,262,235,245,401,343,259,461,285,259
423,264,268,242,242,484,257,353,291,271
319,274,336,243,260,318,265,575,277,260
267,351,274,241,257,246,319,362,308,255
251,400,257,251,261,291,279,274,310,489
258,258,266,294,273,275,285,351,311,283
267,404,283,261,262,276,294,389,314,794
264,434,288,267,277,275,285,430,328,308
265,314,289,279,288,277,290,293,339,283
278,286,382,311,293,305,297,400,345,312
280,335,447,316,374,305,295,403,325,304
312,376,381,311,286,310,312,399,336,449
337,347,305,336,342,321,329,515,370,366
370,294,294,323,353,309,318,522,354,304
337,347,294,379,322,314,314,555,333,352
311,435,304,321,315,330,342,530,338,310
569,418,391,323,330,328,324,391,341,311
536,362,328,333,328,351,550,542,397,359
484,343,345,336,352,371,434,535,397,372
563,476,329,337,322,548,443,533,581,453
694,333,332,366,427,484,363,475,434,445
359,869,338,372,332,432,382,390,402,536
358,344,357,444,410,354,369,415,466,418
454,691,338,373,339,548,374,412,490,462
544,364,340,432,459,372,414,409,395,525
584,466,361,354,400,366,418,397,489,417
504,424,392,362,407,395,418,412,405,418
395,518,404,500,418,569,381,407,520,386
472,661,395,360,390,430,394,853,417,393
527,629,379,368,379,436,394,473,411,389
454,655,457,418,381,443,398,520,413,389
690,663,376,466,388,447,403,443,418,395
519,477,442,445,698,458,417,436,433,408
420,460,437,426,435,478,442,583,457,445
555,585,429,406,477,547,543,451,720,455
577,576,410,411,518,520,446,461,481,462
595,414,413,457,632,456,468,482,637,496
771,429,430,464,445,488,610,454,539,455
716,504,425,436,464,486,529,479,497,661
637,436,698,431,482,458,461,463,477,514
556,547,611,448,436,491,495,487,500,448
557,475,480,452,444,445,495,489,478,487
598,894,498,445,459,448,478,640,504,459
577,654,511,460,451,451,558,615,487,464
540,481,452,453,455,473,677,562,753,485
764,472,461,478,460,547,509,678,537,470
771,526,462,526,464,707,774,538,911,786
777,485,496,520,470,553,587,584,699,605
793,484,475,611,599,516,571,596,571,488
659,523,493,533,598,621,623,523,605,493
512,488,496,541,505,585,555,546,573,631
498,515,480,510,492,538,558,661,568,540
582,516,482,572,543,486,556,819,703,552
490,548,559,568,579,701,571,683,677,754
645,566,513,530,513,590,563,587,837,598
652,538,492,550,523,531,572,607,652,558
567,529,517,719,506,525,556,637,622,545
521,532,524,518,557,628,645,592,570,527
526,521,505,558,643,548,801,685,573,566
550,545,541,547,596,574,740,614,634,517
528,527,511,606,574,698,676,594,598,1489
536,592,518,519,536,648,572,776,672,578
653,679,786,542,579,696,588,596,782,575
613,821,694,670,562,531,606,617,742,576
671,561,583,527,540,760,605,632,862,569
614,559,672,562,574,1015,1020,665,637,602
839,622,575,589,543,579,889,641,665,564
608,639,572,684,566,602,667,658,707,620
597,636,554,632,639,599,623,653,674,830
577,620,584,577,598,589,656,675,643,644
580,590,585,678,581,604,683,676,860,585
585,591,591,658,583,634,1019,928,703,608
606,615,573,684,575,656,847,743,799,616
640,637,616,634,670,748,771,754,876,640
601,637,718,726,695,637,801,737,751,638
623,609,627,796,666,610,667,684,773,633
609,665,616,1097,620,598,683,707,701,700
616,659,848,846,1172,606,716,758,749,671
618,663,861,677,694,629,835,724,709,721
653,780,705,746,655,615,706,724,719,762
722,720,688,835,675,616,725,725,964,631
649,718,679,842,648,661,972,757,810,688
653,935,733,809,649,741,951,765,818,850
656,659,687,693,654,704,903,758,1018,899
815,723,684,662,677,1328,709,744,879,654
1075,706,730,733,850,830,909,768,1375,728
804,685,715,711,851,678,719,788,889,899
825,673,763,748,753,756,971,1415,822,792
681,864,800,742,729,702,737,761,736,719
720,713,778,707,726,692,795,801,1530,793
732,747,672,682,698,780,937,853,786,712
702,713,744,770,693,701,840,893,755,707
770,764,714,957,695,812,807,806,777,720
899,762,721,720,827,756,820,868,815,734
713,927,856,789,1241,790,822,853,1117,806
721,756,960,810,856,1024,775,855,930,865
800,772,802,998,765,749,908,839,818,781
733,742,939,753,783,871,1127,889,908,831
739,784,1217,755,846,878,862,878,943,765
739,910,806,725,742,836,850,829,843,744
915,787,805,741,799,863,949,823,837,736
944,816,782,729,807,1028,880,833,1238,776
1250,796,739,753,771,837,864,855,900,736
909,759,779,757,837,800,832,1178,856,848
811,829,1074,758,741,795,1224,893,935,1110
787,746,877,793,791,910,855,919,872,856
798,749,871,801,782,870,911,1099,865,858
920,776,855,835,791,828,890,922,843,924
896,826,877,1032,803,821,902,940,1179,853
862,980,802,790,823,840,955,874,1017,874
924,873,868,789,1041,868,915,894,847,922
853,800,805,944,857,1004,1133,882,906,874
840,930,942,811,860,911,935,881,857,859
845,826,1019,884,818,1073,872,950,937,818
886,874,960,856,882,1126,928,997,1127,927
927,1003,931,940,902,997,1120,1115,1017,909
1064,892,885,884,861,1159,2487,975,1010,862
1181,922,847,897,852,904,1123,1574,963,896
880,946,844,925,935,940,924,934,939,921
929,1068,869,847,871,916,937,1136,888,1129
1000,896,874,850,982,917,939,1021,910,945
967,843,923,861,939,960,963,1048,964,965
970,864,1269,885,983,930,954,1091,1115,913
1013,983,1083,1109,918,947,1522,1150,1184,1087
1081,852,991,1343,1166,1019,1113,963,978,955
983,863,985,1149,1006,1038,992,985,1012,963
985,1055,1314,991,917,1025,1017,962,1067,923
1610,1018,1313,932,900,967,1398,989,1060,943
1076,894,917,893,911,1086,1063,1028,961,924
972,1380,1529,905,936,1574,1118,1073,1036,943
