1,1
140,533
230,539
209,788
266,478
325,431
285,496
7069,420
416,388
433,391
324,404
268,489
479,472
272,478
5677,394
756,810
1490,412
532,442
557,457
682,450
1074,408
4591,487
5450,488
1193,478
3426,440
988,452
1382,400
1467,478
573,424
1006,473
1392,749
1463,580
4787,470
2205,542
1127,346
1029,651
3411,526
1317,468
994,607
1285,596
992,527
1035,619
1224,599
941,611
1683,619
649,598
1003,479
1120,632
2825,575
1978,611
698,634
631,655
2160,494
5078,667
1941,489
829,658
1024,616
775,2365
810,657
1085,695
783,475
1078,706
3622,801
964,682
718,514
898,632
554,455
1513,802
775,457
1175,719
636,542
1376,720
738,479
717,629
835,1721
821,993
1547,725
1052,842
742,813
761,815
785,608
1049,847
1047,475
1476,908
1536,703
1162,678
421,859
887,829
700,565
691,2690
713,604
757,944
890,578
925,885
914,1043
885,922
805,858
904,789
1043,501
1082,899
636,806
924,853
979,1090
1143,936
607,742
805,1028
563,723
824,986
915,587
1046,823
739,992
1333,941
932,681
1073,921
712,951
981,1070
715,643
952,2522
702,1049
1135,1240
1181,1228
984,1236
1260,577
995,1136
596,831
3422,917
707,1052
1298,1053
735,970
956,2642
613,1762
931,1516
1141,1754
1106,1137
1135,843
1372,1326
1244,1148
1067,1018
1401,1338
1238,1074
568,588
1010,805
738,868
1183,1142
737,1134
950,1084
969,1130
1412,1032
1299,600
1467,1169
1095,835
1694,2599
2057,798
1000,1099
2071,661
1561,1316
875,998
932,1330
837,1429
1262,1300
1072,1021
980,1472
539,1913
1188,2112
1206,1340
940,1243
1178,1688
1301,1725
2829,1334
1209,2732
564,559
1233,1185
787,1205
1409,1281
403,1337
1304,1623
1225,1282
1855,1203
2350,1333
1505,1379
1440,1213
1160,1259
513,654
1325,1416
1018,907
1299,1106
1199,826
1416,1999
2039,1664
1918,1294
1606,1061
2340,1379
4037,1191
29231,1159
24570,794
4201,1276
1900,1352
2648,1129
2339,1734
12351,1863
1277,1029
2975,1554
2305,848
1657,1575
997,935
1846,1222
1783,939
1705,1504
1460,1109
1710,2703
1186,1537
2773,1339
9688,846
2467,1477
671,1563
2280,1580
1551,1615
1374,1566
1704,999
2953,1866
9624,935
2106,1522
1533,1486
1600,1476
1798,1413
1452,1608
790,925
1692,2837
1232,1855
1212,1601
1088,1705
5429,1553
2890,888
1610,1539
723,931
1405,1426
2925,1838
3880,1563
1864,1932
4226,1785
3051,1070
3148,1379
1501,1670
2216,1719
1490,991
7577,1240
7773,1613
5026,1893
7818,1181
11810,1416
4405,1761
2497,1745
2238,1051
10029,1732
1295,1061
1754,1866
1367,1479
1390,1943
2053,646
4882,1597
1755,945
1801,1335
1924,1862
1933,1722
1460,1490
1380,1909
3172,844
2107,2133
1168,1144
2003,1976
32342,1079
13499,1901
14952,1741
5336,2045
5131,1884
4946,1865
2121,1499
21847,1521
2475,1957
2906,1800
2038,981
3632,2064
1062,1043
2252,1725
5260,1764
3130,1758
8651,1969
3002,2677
10008,2273
2229,2399
2549,2598
3637,2595
2075,1898
11415,1625
19092,1983
4178,2257
3033,1390
2773,1539
30657,1827
29765,2501
3506,2211
3296,2249
1235,459
4667,2069
4392,1197
4272,1933
13721,729
5255,1835
2052,2623
1856,2384
3676,939
2846,2042
2247,2255
2844,1688
2458,1157
3835,2145
4814,2149
6232,2009
4355,2157
5675,2224
2160,1329
3063,1864
1277,2124
5397,2288
6288,1434
4449,1660
2032,2323
4225,2065
4391,1161
4545,2184
4675,2287
4990,2234
2284,1499
5201,1828
4440,937
5430,2287
2912,1808
2922,1843
1459,1497
4838,2033
5411,1723
4826,1876
1216,623
5371,2351
2702,2336
2908,2000
5669,930
4943,2251
3006,1248
2434,2419
2941,2431
4399,2300
2529,1443
3574,1992
2677,1151
2980,3968
4616,1695
2619,2579
955,2464
4580,2333
6687,2750
2345,2884
830,1053
3351,2031
6163,2663
3418,2514
1318,2503
4061,2562
3823,2575
4553,2261
3687,1289
5216,2653
5305,2478
5180,1940
1799,1179
4420,2474
2571,1699
3800,2379
4330,983
4359,2285
2634,2480
2235,2144
3164,1064
5405,2577
1426,2432
2171,4674
2891,2320
2893,3205
2320,2467
2846,2933
1030,2784
2718,2553
2108,1430
4177,2778
3407,1457
2336,2846
1341,2662
1860,6092
2475,823
2769,2486
3444,2495
4278,2647
3517,1102
3489,2253
1320,2556
2449,2849
546,2752
2414,2799
2618,1588
1898,4276
4288,2879
3546,2543
1474,1726
2636,2589
3803,696
6217,3012
2691,2244
2220,2144
3488,1275
4680,2535
2386,2203
2527,2507
2435,2749
3262,2765
12271,1676
3283,2223
7661,1875
4581,2720
3462,1946
3893,2821
5869,1618
8574,2663
2691,1520
4387,2573
5247,1649
4933,2954
6452,1820
4779,2449
1235,3153
6398,2895
3287,2005
9486,2260
5125,2978
6306,3125
2929,1716
4101,2972
3577,3090
5688,3033
3039,3626
5275,2792
2877,2612
4424,2627
2123,2564
3543,2600
3996,3158
3773,2851
1584,1556
2460,2174
989,2485
4397,3521
2831,2759
2479,3046
1590,4083
2872,3898
3372,2096
3846,2955
2346,1760
4935,2916
10992,2184
3988,2948
5246,3010
4281,2812
2170,2751
3349,3741
7815,1659
4269,3397
3487,1295
5037,3048
4145,1080
4887,4881
2442,2155
5270,2528
1029,2755
2918,2895
2138,3258
2789,2982
1042,830
4233,2967
2589,2300
2282,2648
1585,2007
2632,3194
1664,1834
3422,3669
3194,1696
2961,3483
2532,1998
2770,4883
3391,4300
2939,3782
1778,2983
2173,2573
701,719
3199,3095
1741,4227
2943,2370
3367,2854
3537,3349
2174,1879
1972,2336
3234,3503
3941,3152
2831,2134
3584,2612
1466,1063
2872,4027
2165,3372
3246,3618
4022,659
3182,3090
1830,1487
3565,2968
2000,3489
3721,2628
2420,2120
3458,3196
4344,5555
3736,3288
3363,3361
2858,2604
4478,1234
3272,6427
2192,3099
2250,3120
883,11337
3193,4116
3587,3906
4528,4353
4113,1874
4808,3407
3419,4410
5608,5430
2734,3648
4183,3418
4675,1896
3483,3771
3571,1166
3498,3133
3058,1598
3462,2426
3280,3387
3373,3336
2494,2720
3310,2761
3063,1154
3102,3296
1988,1774
2434,2255
1223,1915
3615,3682
2824,1911
3691,3540
1515,1524
2991,3640
2303,1586
3601,2751
3649,3621
3968,3419
2908,2854
3408,2797
1239,957
3319,4776
3150,2278
3055,3865
663,2183
4014,3908
1874,2164
4422,3218
1274,3347
3341,3788
2838,1864
3527,2544
2852,1910
3609,3488
1963,3177
3718,3845
3952,2980
3828,3745
1887,1877
3531,2749
2586,4562
4079,5256
2112,4954
2788,5605
3379,4070
3868,3457
4581,3482
3223,3341
4526,980
4663,3690
2325,2082
3982,2924
1722,4491
3298,2895
4461,1330
3762,2560
1320,4104
3765,3790
3398,2244
3743,3616
3612,1078
3445,3649
3878,2232
3396,3177
2649,1021
3962,4515
2011,3274
3824,5279
2140,4295
3349,6131
2212,3800
2479,3938
1152,4162
3806,4630
3171,3675
3555,3473
4058,1633
3951,5384
2024,2000
3619,5770
3576,3147
4135,6508
2629,2893
3556,3580
1090,1816
3147,4391
3016,2705
2827,5185
1158,4596
4489,4124
2171,3132
2952,3152
4596,1799
4221,5117
1927,4468
2677,7290
1319,4719
4941,6170
2045,2123
3215,3135
2181,1514
4260,4460
4462,2163
4539,5051
4906,1239
5405,3967
2917,2133
5222,3445
4553,2315
4052,3893
5171,2291
4795,2885
4321,949
4047,3878
4597,3769
3209,3401
4259,4207
3574,4632
3748,3407
3297,4134
898,4161
4095,5518
3263,3247
4455,3277
3944,2031
4394,4969
2150,2819
5295,4732
1475,2644
4212,4301
3809,3852
3522,3195
1504,969
5100,4854
4545,2844
4995,4968
4267,2988
4289,4357
3845,2317
4467,4464
3864,2728
4025,4419
1880,2416
2838,2844
1023,2713
4043,5160
3097,3667
4470,3641
4649,7153
4605,6571
2551,5898
3578,3818
2489,5107
4507,4786
4194,2777
7456,4486
5459,4277
5410,4998
2288,2429
5299,4220
5124,852
4437,4348
3694,4979
3371,4041
1519,3765
3750,5033
4522,2710
5394,4671
2815,5496
4984,4964
2479,6036
3590,4475
2800,5161
5060,4665
3295,5073
4921,4574
1203,4396
4253,4599
4232,3575
3653,3724
4621,2527
4218,5433
4709,4862
3354,4754
4551,1533
4379,8170
3628,6437
4314,4797
5066,4826
4529,5314
2019,3349
4081,5899
1415,5905
4304,8202
2454,3127
5566,4192
4812,2646
4589,3944
2800,1886
4829,6546
2914,1957
4544,4585
6513,2934
5947,5746
5844,1597
5345,4725
4530,3701
4958,5292
5113,2847
4744,4706
2321,3533
4224,4984
1260,2683
5223,4820
5234,3861
3623,3460
5767,2738
5561,4819
4671,2726
4086,4061
7025,1603
5297,4588
6368,1927
8916,4442
1618,1227
5681,4822
2918,2589
4298,4386
5031,1539
4916,5932
4179,3732
5463,4181
1187,4496
5088,5101
3748,2828
4799,4264
5096,5022
4354,5171
2885,3190
5686,5451
5792,1000
6171,5431
2498,6335
4819,9098
5849,2076
5848,4883
7008,4307
4128,4288
1211,4977
5365,5328
4475,4258
5336,6906
1545,3165
4793,5607
3465,2553
4975,11459
986,5671
5545,5753
3465,2636
3937,3947
