28969,26308,26562,28624,30205
129430,115047,112094,108047,134210
321046,337652,262178,262960,259941
692556,456313,466103,507564,453628
1041607,736363,709396,766295,763092
1149955,1068551,1076980,1095453,1074153
1560474,1459136,1449997,1452159,1480124
1938803,1897823,1945426,1921183,1962370
2469442,2468712,2438812,2549516,2394351
3035166,3065933,3019305,3159170,3075282
3779428,3695778,3759209,3697967,3711785
4478205,4413580,4497571,4339571,4394201
5327190,5257981,5253039,5191245,5200157
6059037,6029209,6113850,6167771,6092829
