0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,9,0,0,1,0
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,3,0
19,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,2,0,1,0
0,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,2,0,1,0
0,1,1,1,1,1,0,1,1,1
1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0
1,0,0,1,1,1,0,0,1,0
13,0,1,0,1,0,1,0,1,0
0,1,1,1,0,0,11,0,0,1
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,0,1
1,0,0,1,0,0,1,0,1,0
2,0,0,0,1,1,0,1,1,1
2,0,0,1,1,1,0,1,0,0
1,1,0,3,1,0,1,0,0,0
1,1,0,1,1,0,1,1,0,0
1,1,1,1,1,0,1,1,1,0
1,1,1,2,1,1,1,0,1,1
1,0,1,2,0,1,1,1,1,1
1,1,1,2,1,1,1,0,0,1
1,1,1,1,1,1,2,1,1,1
14,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1
