0,1,0,0,0,0,1,10,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,1,0,0,0,
0,0,0,0,0,0,2,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,1,0,0,0,0,
0,0,0,0,0,0,2,0,0,0,
0,0,0,0,0,1,2,0,0,0,
0,0,0,0,0,0,1,0,0,0,
1,0,0,0,0,0,2,0,0,0,
0,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,2,0,0,0,
2,0,0,0,0,0,2,0,0,0,
1,0,0,0,0,0,2,0,0,0,
3,0,0,0,0,0,1,0,0,0,
2,0,0,0,0,0,2,0,0,0,
1,0,0,0,1,0,1,0,0,0,
1,0,0,0,0,0,1,0,0,0,
1,0,0,0,0,0,1,0,0,0,
1,0,0,0,0,0,1,0,0,0,
1,0,0,0,0,0,3,0,0,0,
1,0,0,0,0,0,1,0,0,0,
0,0,0,0,0,0,1,0,1,0,
8,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,1,2,1,1,1,
0,0,0,1,0,0,1,0,1,0,
1,0,0,1,0,1,2,0,0,0,
2,0,0,0,0,1,1,0,0,0,
0,1,0,1,0,0,0,1,0,0,
0,0,0,0,0,0,2,1,0,0,
1,0,0,1,0,1,1,1,0,0,
1,0,0,1,1,0,0,0,0,0,
1,0,0,0,1,0,0,0,0,0,
2,0,0,1,1,1,1,0,0,0,
0,0,0,0,1,2,1,1,0,0,
1,1,0,0,0,1,1,1,0,0,
1,1,0,0,0,1,0,1,0,0,
1,1,0,0,0,1,0,0,0,0,
1,1,0,0,0,2,1,0,0,0,
10,1,1,1,0,1,1,0,0,1,
1,1,1,0,0,2,0,0,0,1,
1,1,1,1,1,2,1,0,0,1,
1,1,0,1,1,0,1,1,0,1,
1,1,0,1,1,1,1,1,0,1,
1,1,1,1,1,1,1,1,1,1,
1,1,1,1,0,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,
1,1,3,1,0,1,2,1,0,1,
2,1,3,1,1,2,1,1,1,1,
1,1,1,1,1,6,4,0,0,1,
1,1,1,1,1,5,1,0,1,1,
1,1,1,1,0,2,1,1,1,1,
1,1,1,0,1,3,1,1,1,1,
1,1,1,0,0,1,1,0,1,1,
1,1,1,3,1,1,1,1,1,1,
8,1,1,2,1,1,1,0,1,1,
1,1,1,2,1,4,1,3,1,1,
2,1,1,2,1,3,1,3,1,1,
1,1,1,1,1,2,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,
3,4,1,32,1,1,1,1,1,1,
1,2,1,1,1,3,1,2,1,1,
1,2,1,2,1,4,1,2,1,1,
1,1,1,1,1,4,1,1,1,1,
1,1,1,1,1,3,1,1,1,1,
1,2,1,2,1,4,1,1,1,1,
1,2,1,1,1,5,1,1,1,1,
1,1,2,2,1,1,1,1,1,1,
1,1,1,5,1,1,1,1,1,10,
1,2,1,1,1,1,2,1,1,1,
2,1,1,1,1,1,4,1,1,1,
11,1,1,1,1,1,3,1,1,1,
1,2,1,1,1,1,8,1,1,1,
2,3,1,1,1,5,4,1,1,1,
3,3,1,1,1,2,4,1,1,1,
3,2,1,1,1,1,3,1,2,1,
2,1,1,1,1,1,3,1,2,1,
1,1,1,1,1,1,2,1,1,1,
1,1,1,1,1,1,2,2,1,1,
1,1,1,2,1,1,1,4,1,1,
1,1,1,2,1,1,2,2,1,1,
1,2,1,2,1,1,2,1,1,1,
1,2,1,3,2,1,3,13,1,1,
1,1,1,3,1,1,7,1,2,1,
1,1,1,1,1,1,8,1,1,1,
1,1,1,1,1,1,5,1,1,1,
1,11,1,2,1,1,2,1,1,1,
9,2,1,1,1,1,4,1,1,1,
1,1,1,1,1,1,2,1,1,1,
1,2,1,1,4,1,1,1,1,2,
1,1,1,1,2,1,1,1,1,1,
1,1,1,2,2,1,1,1,1,1,
1,1,2,1,3,1,1,1,4,1,
1,1,2,1,2,1,1,1,2,1,
1,1,1,1,2,2,1,2,2,1,
3,1,1,1,1,2,3,1,2,1,
1,1,1,1,1,1,7,1,1,2,
1,1,1,1,1,1,3,1,1,1,
1,1,1,1,1,1,2,1,1,1,
1,1,1,1,3,1,2,1,1,1,
2,1,1,1,2,1,3,2,1,1,
1,1,1,1,2,4,2,3,1,1,
1,2,1,1,2,6,9,2,1,1,
7,2,3,2,2,12,1,1,1,1,
1,2,2,2,4,3,1,1,1,1,
2,2,1,1,2,2,1,1,1,2,
2,3,2,2,2,3,2,2,2,2,
1,4,1,1,1,3,1,1,1,1,
1,2,1,2,1,2,1,1,1,1,
1,1,1,1,1,4,2,1,5,1,
1,1,2,57,1,4,2,1,5,1,
1,1,2,1,1,2,4,4,4,1,
1,1,1,2,2,2,2,3,3,1,
1,1,1,2,1,2,2,2,2,1,
1,1,1,1,1,3,2,4,2,1,
1,1,1,1,2,4,2,4,2,2,
1,1,1,1,2,3,2,5,2,1,
2,2,1,9,2,3,1,2,2,1,
1,1,2,1,2,3,1,2,3,1,
12,1,1,2,5,2,1,2,2,3,
2,2,1,2,3,2,2,2,3,2,
1,2,1,1,1,2,1,3,1,2,
2,1,2,1,1,2,1,3,1,1,
2,1,1,2,1,2,1,1,1,1,
1,1,2,1,1,2,2,5,2,1,
1,1,2,1,1,1,2,4,1,1,
2,1,2,2,1,1,1,3,1,2,
2,2,2,1,1,1,6,2,1,1,
1,1,1,2,1,2,3,2,1,2,
1,1,1,1,2,2,2,3,1,2,
2,2,1,1,2,1,2,2,1,2,
1,1,1,1,3,1,1,2,1,2,
1,1,1,1,2,1,1,2,1,5,
1,1,6,1,2,1,2,1,2,4,
1,2,3,2,2,1,2,2,9,2,
12,4,5,1,12,1,1,2,2,2,
2,3,4,3,2,2,1,2,2,4,
4,2,3,2,2,1,2,2,2,2,
4,2,2,2,2,1,2,2,2,11,
3,2,4,2,1,1,2,2,4,2,
3,2,2,2,1,2,2,2,5,2,
3,2,2,1,1,2,2,2,2,5,
4,2,2,5,2,2,5,2,2,3,
4,2,4,2,1,2,3,11,2,3,
5,3,11,2,2,1,3,3,2,4,
3,2,6,2,2,2,2,2,2,2,
2,2,4,2,3,2,2,11,2,2,
10,2,2,2,2,2,2,2,2,2,
5,3,2,2,4,2,2,2,2,2,
5,2,3,2,2,2,2,2,2,2,
5,2,4,4,2,2,2,2,2,2,
12,2,3,2,2,1,2,2,2,2,
3,3,5,2,2,2,2,2,2,2,
2,2,7,2,2,2,2,2,2,2,
2,2,10,2,2,3,2,2,2,2,
2,2,5,2,2,3,2,2,2,3,
2,3,4,2,2,2,3,2,2,2,
2,2,3,2,2,2,5,3,2,2,
2,2,5,2,2,2,4,2,2,2,
3,2,4,2,2,2,3,2,2,2,
3,2,7,2,2,2,2,2,2,2,
2,6,5,2,3,2,2,16,2,2,
2,3,2,2,2,2,2,3,2,2,
2,2,2,4,2,2,2,2,2,2,
2,2,3,3,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,14,
2,2,2,3,2,11,2,2,2,3,
7,4,2,2,2,5,2,2,3,3,
2,3,2,2,2,2,2,2,2,3,
2,2,2,2,2,2,4,2,2,2,
7,2,2,2,2,2,4,4,2,2,
5,2,2,2,2,2,2,2,2,2,
3,4,3,2,4,2,2,2,2,2,
3,4,2,3,2,2,2,3,2,2,
5,3,5,2,2,2,2,4,4,2,
3,2,2,3,2,2,2,5,4,2,
2,2,3,3,2,2,5,6,7,2,
3,4,2,7,2,2,2,5,3,2,
5,3,2,6,2,4,2,3,3,2,
5,3,2,5,3,5,2,4,7,2,
9,2,2,5,2,2,2,5,5,2,
8,2,2,3,2,2,3,16,5,12,
5,2,2,3,2,2,6,3,3,2,
22,5,2,3,2,2,3,3,4,2,
3,3,2,2,3,2,2,3,5,2,
2,3,6,8,2,2,2,2,5,2,
3,2,2,3,2,2,2,2,3,2,
3,3,2,2,2,2,3,2,2,2,
7,4,2,2,2,2,2,2,3,2,
3,2,2,2,3,2,2,2,3,2,
2,2,2,2,8,2,2,18,8,2,
3,2,2,2,6,2,2,2,4,3,
2,3,2,3,5,3,7,2,3,3,
8,3,3,2,2,3,4,3,7,3,
8,6,2,2,5,2,2,3,5,2,
5,3,2,2,4,2,3,2,15,2,
12,5,4,3,3,2,7,2,3,2,
6,2,4,5,2,2,3,3,3,2,
5,3,3,2,2,2,5,2,3,2,
13,3,2,3,2,3,5,2,4,2,
6,2,2,2,2,2,3,2,5,2,
5,2,2,3,2,3,6,2,5,2,
6,2,2,3,3,3,3,2,4,6,
5,3,2,3,4,3,3,2,3,14,
5,2,2,3,4,3,3,2,2,2,
6,4,2,3,7,3,2,5,2,2,
10,4,3,3,6,2,3,2,2,6,
13,2,3,3,4,2,2,2,3,6,
9,3,5,5,3,3,7,2,2,6,
6,5,3,2,3,3,8,2,3,7,
9,2,3,3,5,2,6,3,2,6,
6,3,2,2,4,6,3,2,5,6,
10,3,2,2,3,5,2,2,8,7,
10,3,2,2,3,4,3,2,8,8,
9,3,2,2,5,5,2,4,4,6,
20,3,2,2,5,7,3,4,3,6,
4,6,3,3,3,5,2,2,3,6,
4,5,3,3,3,3,6,3,4,7,
5,7,3,3,3,3,6,3,3,7,
4,7,3,5,3,2,8,2,3,6,
3,8,3,4,4,13,3,2,3,6,
7,5,2,3,8,8,3,3,5,6,
7,3,2,2,11,5,2,4,5,4,
9,4,2,2,10,11,3,5,3,3,
8,4,3,2,9,6,2,3,3,4,
10,11,3,3,6,5,3,6,3,4,
8,17,3,8,20,5,2,4,3,3,
11,5,5,6,14,5,10,3,3,3,
10,3,5,13,14,7,13,3,3,4,
6,3,3,8,9,7,19,3,2,4,
9,4,2,6,7,3,5,3,2,3,
11,3,3,3,8,3,6,5,14,4,
7,4,2,5,8,7,11,3,3,10,
6,3,3,7,5,4,21,3,3,4,
3,8,2,7,15,3,8,9,3,4,
4,4,3,3,6,3,4,4,3,4,
5,3,3,5,6,4,5,3,3,4,
5,3,3,4,4,3,11,5,3,4,
6,3,3,3,10,3,3,4,3,5,
3,3,3,3,4,3,3,8,3,5,
3,3,3,3,3,3,3,4,3,4,
3,3,3,4,3,6,4,4,6,4,
3,3,3,8,3,4,13,7,6,4,
3,4,3,4,3,3,6,5,4,4,
3,6,3,11,3,3,3,3,3,9,
8,3,4,6,9,3,3,3,3,6,
8,3,3,4,10,3,3,3,3,9,
77,3,3,3,4,3,3,4,3,7,
3,3,3,3,3,3,3,4,3,5,
4,3,4,3,4,3,3,3,3,12,
6,3,3,3,3,3,9,3,18,9,
4,3,3,3,4,5,6,3,14,8,
4,4,3,3,4,4,3,3,12,5,
7,4,4,7,3,4,3,3,4,4,
6,4,5,5,6,3,3,3,4,4,
5,3,5,3,7,3,3,3,9,5,
9,3,3,3,3,3,3,8,4,8,
6,3,4,4,3,3,3,15,9,4,
5,3,5,3,4,3,11,8,4,4,
4,3,3,3,5,3,8,10,5,4,
4,3,3,3,5,8,4,6,4,4,
12,3,3,5,4,7,3,3,3,11,
7,3,4,4,5,4,3,4,3,10,
12,4,3,3,13,4,3,8,3,4,
