0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,1,2,0,0
0,1,0,0,0
0,2,0,0,0
1,1,1,0,0
1,0,0,0,0
1,1,0,0,0
1,1,0,2,0
1,2,0,0,0
0,1,0,0,0
0,0,0,0,0
1,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,1,0,0,0
1,0,0,0,0
0,0,0,0,0
2,0,0,0,0
1,0,0,0,0
0,2,1,1,1
0,0,1,0,0
0,1,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,1
1,0,0,0,2
1,0,0,0,1
0,0,0,0,1
0,0,0,0,1
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,1,1,0,1
1,1,0,1,0
0,0,1,0,1
2,3,0,0,1
2,1,0,0,0
10,2,0,1,0
1,2,0,0,0
1,2,1,0,0
1,1,1,0,0
2,1,1,1,1
10,1,1,0,1
0,1,1,0,0
0,4,1,1,1
3,1,1,0,0
2,1,1,1,0
2,1,0,1,1
1,1,1,1,1
1,1,1,1,1
1,1,0,1,1
1,1,1,0,1
2,1,1,1,1
3,1,2,1,0
2,2,0,1,1
1,2,1,1,1
1,3,1,1,1
1,1,1,1,1
5,1,1,1,1
1,1,1,1,1
1,1,2,2,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
2,2,1,1,1
1,1,1,1,1
2,1,1,1,1
2,1,1,1,1
1,1,1,1,1
3,1,1,1,1
5,1,1,1,1
13,1,1,1,1
8,1,1,1,2
2,2,1,1,1
2,1,1,1,1
1,1,1,1,1
2,1,1,1,1
15,1,1,2,1
1,1,1,1,1
3,1,2,1,1
3,1,1,1,1
2,1,2,1,1
3,1,1,1,1
2,2,1,1,1
3,2,1,1,1
4,3,2,1,2
1,1,1,1,1
1,2,1,1,1
11,1,1,1,1
1,1,1,1,1
1,1,1,3,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
2,4,1,1,1
1,2,1,1,2
1,1,1,1,3
1,1,1,14,2
1,1,1,2,1
2,2,2,4,2
1,1,1,4,1
1,1,1,2,1
2,1,1,2,1
1,1,1,1,1
10,2,1,1,1
2,1,1,2,1
1,2,1,3,1
1,2,1,2,1
1,1,1,1,2
1,1,1,1,2
1,1,1,1,1
2,1,2,4,1
1,1,1,4,1
2,1,2,2,4
1,5,1,1,2
2,3,2,1,1
1,2,3,2,1
1,2,2,2,2
2,2,1,1,2
1,6,2,2,1
8,5,1,1,3
1,6,1,2,1
1,2,2,4,1
4,1,2,2,2
2,2,2,2,1
4,4,2,2,1
3,2,1,3,2
2,2,1,2,1
6,5,2,2,2
4,3,1,1,2
8,2,2,1,8
16,2,2,2,5
5,4,1,2,4
6,3,2,3,8
6,2,2,2,1
7,2,6,1,2
18,3,5,2,2
23,3,4,2,4
4,2,4,1,3
7,8,2,2,3
7,7,3,2,2
4,2,3,2,2
3,2,5,2,2
11,2,3,2,2
7,6,5,3,2
7,6,7,2,2
7,6,2,3,2
9,8,2,4,3
7,4,2,2,5
4,5,4,14,3
6,4,4,6,1
5,5,2,6,2
10,5,2,5,2
4,4,2,5,2
5,6,2,3,2
5,3,2,8,2
6,2,1,3,3
7,5,2,2,4
4,2,2,2,5
7,2,4,2,4
9,2,3,2,2
5,2,2,2,2
4,2,2,3,2
4,2,2,5,2
2,2,2,3,2
5,5,2,2,2
4,2,2,2,3
11,4,3,2,3
12,3,4,2,2
5,2,2,2,2
5,2,2,2,2
4,2,2,4,2
3,2,2,2,2
2,2,2,2,3
5,6,2,2,2
4,3,2,2,2
2,4,3,2,3
2,2,4,2,2
3,2,3,2,2
7,3,3,5,2
5,2,2,2,2
4,3,2,2,2
5,5,3,3,3
4,7,2,2,2
13,4,3,2,3
4,2,2,2,3
5,3,3,4,2
9,2,2,2,2
10,2,2,4,2
10,3,2,3,3
11,7,3,2,2
7,3,2,3,2
8,3,2,2,2
9,4,3,2,2
10,5,3,7,3
11,3,3,9,2
11,7,2,10,2
9,5,3,9,3
10,3,2,7,2
6,3,2,8,3
25,2,4,5,2
9,3,3,10,2
7,2,2,7,2
6,2,3,7,3
6,7,3,4,3
6,3,2,4,4
6,2,2,6,3
12,3,3,9,2
10,2,3,6,3
11,3,3,3,2
7,2,3,11,7
10,4,5,14,8
7,8,3,14,4
5,3,3,16,3
4,2,3,12,3
4,3,2,10,2
14,2,6,6,3
9,2,5,5,3
11,2,4,7,4
8,3,5,10,11
6,3,4,6,6
10,5,2,3,5
11,3,3,7,3
10,2,4,3,2
10,4,3,5,15
6,3,3,3,7
9,3,2,3,3
9,4,4,3,3
10,4,3,3,2
7,12,11,6,3
13,4,4,3,2
14,3,5,4,3
15,2,4,3,3
8,2,8,3,8
13,4,4,3,6
6,3,10,3,9
12,6,10,4,6
9,4,8,6,7
12,3,4,3,6
18,3,6,3,8
12,3,10,3,10
14,21,8,3,10
12,17,3,3,6
12,7,3,6,17
8,5,3,3,7
10,3,3,3,5
8,8,3,3,5
7,8,7,3,15
13,17,3,3,7
7,6,3,4,7
9,3,3,6,6
11,3,3,3,3
8,7,3,4,4
8,4,7,3,3
7,3,4,3,3
5,7,9,5,7
7,3,7,7,5
11,4,5,5,4
7,6,7,3,4
14,3,4,3,3
10,3,7,3,3
13,3,4,8,3
12,16,4,6,4
14,4,8,5,5
