1,2,2,1,2
25,17,11,16,10
8,5,5,32,15
33,36,34,22,23
14,54,19,35,48
27,57,57,19,31
21,36,23,39,44
40,45,65,40,45
35,39,47,59,52
37,45,57,56,44
27,38,111,32,49
57,72,108,47,50
37,63,129,63,52
50,84,75,65,80
145,88,21,71,76
81,140,163,77,84
94,42,55,42,65
63,179,90,97,66
183,74,31,110,115
155,358,107,84,84
62,209,58,108,107
136,687,93,130,109
150,169,119,49,106
175,183,113,109,192
60,88,64,89,58
156,158,118,97,129
235,43,112,154,135
190,226,142,127,157
100,53,116,114,159
209,422,88,334,153
50,29,25,229,189
277,202,161,147,148
182,147,135,74,83
152,151,159,119,148
201,57,194,154,72
206,147,172,172,246
231,201,143,77,73
158,173,185,137,115
266,174,207,203,87
291,182,175,194,177
401,150,88,215,82
195,143,279,150,137
213,363,209,243,58
192,248,189,190,190
274,279,174,209,233
260,290,169,223,176
537,390,227,101,103
291,477,229,228,231
116,195,177,167,117
254,290,252,188,171
64,86,92,249,50
217,492,247,220,268
141,375,94,260,192
256,437,298,196,354
47,562,286,270,70
320,470,322,385,366
153,284,212,238,157
310,761,273,234,532
80,97,83,304,4889
317,493,273,309,730
157,191,157,126,598
298,367,191,324,455
301,23,329,333,1260
447,591,332,317,1096
155,430,258,174,506
316,421,254,303,1065
177,699,137,309,801
349,597,335,313,836
262,245,369,303,841
214,531,357,474,534
320,102,341,326,659
323,701,364,395,724
547,296,364,193,333
450,309,275,287,637
192,97,556,137,795
483,776,340,350,717
363,242,360,227,742
336,567,336,451,525
405,137,190,406,231
467,493,422,578,533
252,440,196,195,306
314,807,379,336,723
87,466,198,114,335
500,700,392,444,1292
309,431,202,367,713
291,546,300,299,826
173,450,225,121,427
437,592,447,455,1345
341,316,372,321,1095
789,637,328,390,756
111,530,450,501,501
682,579,465,372,1218
254,659,478,233,965
374,533,349,329,1137
578,516,538,482,527
473,949,516,613,967
316,1446,420,477,802
379,629,465,406,1355
136,156,457,802,395
673,790,470,532,1186
187,681,556,482,433
625,1011,482,343,1143
538,1050,516,668,384
721,1071,509,530,1164
510,920,535,276,365
533,758,535,422,2297
522,568,567,463,483
452,579,623,562,1046
260,251,719,288,424
