1,2
43,11
29,6
21,30
20,46
24,36
44,64
65,69
37,38
85,99
38,58
97,100
66,40
52,124
110,81
103,111
138,90
226,101
34,32
193,127
54,120
165,129
143,99
131,109
166,110
138,105
42,23
310,129
168,102
227,103
75,22
285,143
172,135
140,151
206,39
179,155
131,65
209,208
108,25
196,197
114,120
155,175
255,231
209,250
205,158
317,213
226,35
240,229
120,195
282,219
90,411
238,240
115,126
321,194
287,129
482,273
495,142
366,328
285,320
375,259
327,156
308,359
152,161
335,316
259,148
311,274
540,84
342,343
222,243
329,215
163,427
362,353
363,161
617,261
107,98
830,406
373,125
412,686
604,463
604,378
281,236
703,305
276,904
670,561
372,491
456,337
185,456
547,551
424,205
598,311
116,210
528,454
582,460
485,294
231,474
579,552
458,228
520,360
312,132
932,442
667,791
601,514
804,557
1046,510
649,380
613,539
548,110
525,635
324,715
573,324
827,615
567,612
282,310
484,405
543,619
861,478
319,314
635,617
717,93
637,692
427,413
521,412
233,515
692,618
352,622
569,697
692,149
682,692
569,386
673,714
154,666
587,585
242,484
427,413
144,152
708,671
356,316
490,518
812,275
970,783
827,567
691,492
704,45
738,705
729,607
555,567
258,638
647,690
559,631
609,744
792,1103
858,764
335,691
565,523
492,769
809,613
278,763
799,819
260,427
873,2231
508,1186
1029,654
202,751
824,724
671,625
809,607
1004,152
926,938
354,544
879,938
852,921
934,762
359,659
755,879
540,231
1084,1002
486,459
1607,833
918,343
1505,1070
759,533
629,1097
251,217
987,1139
736,1219
802,1126
916,1058
1019,1063
1381,426
1026,1889
1106,1300
1136,1140
744,894
966,761
636,526
1342,870
2489,374
1535,794
1590,638
1176,1659
519,1079
1148,867
1296,1139
1331,968
810,580
1330,593
139,558
1343,1282
1493,899
1590,872
768,1227
1529,967
1450,550
941,796
247,130
1385,993
1242,1144
1297,953
2027,412
1796,1094
1607,712
1950,1079
1630,74
4731,1232
1582,641
2456,1090
1559,1035
1977,1113
512,444
3700,992
3487,237
2046,1416
1481,1179
1599,790
1420,585
1689,1017
856,904
1053,673
311,1280
1487,1196
1682,909
2904,911
1984,1356
2197,1236
1279,558
2924,849
869,1069
1678,1342
1200,633
1573,1111
183,1434
1764,1022
1621,395
1363,1281
194,610
1622,1421
1524,1254
1315,1028
2685,1923
2017,1380
973,914
1450,1229
655,1284
1421,1266
1329,669
1070,1419
492,1320
1232,1367
1031,1540
1593,1377
1448,199
1447,1607
1566,772
1758,1525
569,366
2225,1463
498,1521
1139,1389
204,673
1472,1625
2177,1430
1218,1070
410,354
1581,1325
1735,1087
971,897
1703,781
1723,1855
1537,1142
1291,1132
630,560
1508,1552
1194,1767
2217,1478
1656,273
4104,1473
1258,1497
1518,1228
651,1524
2321,1458
1820,759
2204,1700
3498,190
2535,1746
1932,1300
2872,1281
2759,662
4097,1371
1668,865
9184,1563
1112,825
4558,1611
7723,1176
2857,1996
1528,229
10224,2009
3221,950
2599,1459
2530,385
2362,1607
1518,792
1957,1344
737,386
2010,1646
1668,788
1955,2161
875,2814
1829,2276
711,2143
2246,1816
893,1487
3162,1551
829,1249
1608,1436
1554,620
5000,2103
1619,811
1970,1643
1906,535
2087,1947
1896,811
3166,1470
2061,189
4384,1793
1663,1372
2319,1798
1178,2111
2244,1911
4141,1204
2120,1209
1231,197
3821,2398
2049,1809
2777,1495
885,2290
2604,1858
1179,1529
2208,1546
3000,1875
4489,3799
1382,1297
4076,1461
802,2066
6553,1662
2461,2073
4021,2010
3699,449
4353,2322
1147,1835
1992,1811
5002,1009
3299,1819
1669,784
1964,1894
1215,2132
3663,2237
1896,1569
2230,1931
2151,2215
3219,1737
1355,1207
3749,2044
2121,1149
4676,2012
1851,1553
4166,1560
1774,530
3617,2103
1366,2046
2307,1375
5252,2423
2970,2127
1276,1674
2852,1666
1163,454
3472,2101
3086,1507
1630,1173
1638,2036
2525,2147
2350,1460
2421,2160
2860,2481
2769,2748
4562,1628
7642,1609
771,198
3055,2202
1665,2174
2155,2204
2253,511
11713,1825
4044,2777
5740,2232
2256,2235
4739,2126
4845,1914
3950,1902
4704,2479
5390,2286
4787,1650
2296,2169
1942,425
3885,2077
3420,973
2823,1649
4816,7130
4637,2573
2340,2309
2248,2391
722,1231
2880,2882
3444,1638
3683,3193
7643,3375
4249,2763
1767,2066
2318,2337
1762,2412
2289,4490
913,2252
2173,1952
677,2030
3286,3203
1739,1172
2674,2624
2529,2357
2619,2984
1530,2082
2465,2623
1449,627
2550,2423
3670,1130
2959,2250
3536,1082
3628,2840
1133,1722
2808,2229
3735,1961
3529,2363
3625,1475
4902,1539
1132,2601
5194,2701
1444,1344
3855,3648
2248,682
4434,2925
2496,2523
4562,2307
287,399
4634,2965
1297,1046
3289,2292
1480,604
7779,2826
1577,703
2982,2436
1188,3062
2872,2722
2622,1427
3608,2699
3548,934
3119,2745
2116,904
2273,2579
6105,397
4814,2909
1904,2742
3808,1937
2282,414
5054,2612
2846,2811
3387,3036
804,2650
4075,2911
2693,1297
2506,2650
3054,668
4692,2660
4806,2917
2772,2009
3069,794
3243,3138
1912,2957
2577,2353
1044,1464
4306,3066
2375,1767
3128,1872
3954,1302
4495,2793
5451,2011
4166,2222
1784,680
4663,2999
2983,3832
2236,3059
2414,606
3258,3838
2781,3079
3416,2744
3865,3479
5443,2635
4323,942
4057,3340
4672,3251
5762,2616
6729,2572
5761,2227
3456,1024
6618,3661
5272,2884
5333,2859
14136,315
15590,2870
4216,3765
5444,2783
10650,2935
8957,2982
2494,1035
7942,1822
1303,3142
5411,3400
2323,1494
6561,2652
5202,2471
3087,3483
6215,1098
6761,3252
3265,2846
4593,2899
3129,2293
